YEAR,WAVE,SUB_REG,ST,SP_CODE,MODE_FX,AREA_X,ESTCLAIM,ESTCLVAR,ESTHARV,ESTHVAR,LANDING,LAND_VAR,ESTREL,ESTRLVAR,TOT_CAT,TOT_VAR,LBS_AB1,VAR_LBS,WGT_AB1,VAR_WAB1,MISS_FISH,ALT_FLAG,MODE,AREA,STATUS,DOWNLOAD
2011,5,4,23,8850030302,7,1,161932.32528,12588502699,448317.62318,91852097687,610249.94846,149688394576,87638.777955,3861333632.8,697888.72642,198903273381,297634.87464,34948389644,135006.2935,7190640274.9,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,23,8850030302,7,2,0,0,40868.277393,969748204.43,40868.277393,969748204.43,327.0715265,127881.9899,41195.348919,982296692.2,40544.191953,954428980.43,18390.724827,196374011.4,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,23,8850030302,7,5,0,0,166278.97996,12739040081,166278.97996,12739040081,69771.346784,2247221898.1,236050.32674,25684963191,164960.38765,12537799998,74825.540981,2579655616.3,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,5,4,25,8850030302,7,1,0,0,471088.05467,81419879605,471088.05467,81419879605,0,0,471088.05467,81419879605,259640.18133,24732617406,117772.01367,5088742475.3,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,25,8850030302,7,2,0,0,155771.35546,16740059163,155771.35546,16740059163,9273.1327038,79301162.275,165044.48816,16848502085,85853.38256,5085066210.3,38942.838864,1046253697.7,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,25,8850030302,7,5,0,0,41920.125913,1491035060.1,41920.125913,1491035060.1,0,0,41920.125913,1491035060.1,23104.277397,452926236.93,10480.031478,93189691.257,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,3,1,0,0,447.64086825,155460.25172,447.64086825,155460.25172,321.44212168,104934.82292,769.08298993,264124.4895,246.71726453,47223.58896,111.91021706,9716.2657325,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,3,5,42158.690506,1162988576.1,0,0,42158.690506,1162988576.1,969.85650829,939713.90473,43128.547014,1150554624.2,19158.205681,223598001.4,8690.10509,46005347.046,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,4,1,15813.868249,559491.16638,0,0,15813.868249,559491.16638,1101.2419933,2713.2045036,16915.110242,640127.76794,7969.6169457,142099.28648,3614.9945322,29236.965218,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,7,1,131867.70492,4968619477.1,579629.3378,182214792796,711497.04272,191318989951,78929.218426,2692264305.9,790426.26115,188112882552,299627.45319,30203060291,135910.1212,6214287524.3,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,7,2,2411.7591244,2960339.0651,8575.9450571,23572460.895,10987.704181,36862586.162,8613.4254442,37759426.85,19601.129626,132659385.63,3702.1765517,4273640.6117,1679.2962677,879302.66935,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,5,4,33,8850030302,7,5,1784.795842,2952924.0282,50452.551061,625329744.28,52237.346903,623185763.62,3076.384819,10582402.766,55313.731722,674820587.84,20733.035901,111304666.76,9404.4433918,22900964.186,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2011,6,4,25,8850030302,3,5,0,0,44917.720697,1233361288.3,44917.720697,1233361288.3,3283.3568555,11769334.306,48201.077552,1271406538.6,27021.580323,515183844.05,12256.908429,105999210.14,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2011,6,4,25,8850030302,7,1,0,0,61084.858151,2058000797.3,61084.858151,2058000797.3,3246.0585209,6275617.5123,64330.916672,2289908623.7,50180.425916,1382504351.9,22761.691879,284450630.61,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2011,6,4,25,8850030302,7,2,0,0,0,0,0,0,1650.5038345,1196943.8898,1650.5038345,1196943.8898,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2011,6,4,25,8850030302,7,5,0,0,1620192.4355,915015519029,1620192.4355,915015519029,3552.1077719,15202385.259,1623744.5432,915407046396,1399313.5837,689825321417,634724.47778,141931739614,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,2,4,25,8850030302,7,2,0,0,3669.3039693,19325808.22,3669.3039693,19325808.22,1467.7215877,3092129.3152,5137.0255571,37878584.111,2184.1238333,6847385.8331,990.71207172,1408851.4192,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,2,4,25,8850030302,7,5,0,0,3830.6436243,17313753.403,3830.6436243,17313753.403,11271.751068,138038784.94,15102.394692,162123298.31,2111.2592335,5259335.1998,957.66090607,1082109.5877,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,3,1,19431.632027,164875403.34,35752.380046,799830380.99,55184.012073,1051664314.2,20070.486887,448617012.19,75254.49896,1728388858.7,18601.60992,113785815.4,8437.6349087,23411461.164,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,3,5,0,0,16550.677984,239296596.8,16550.677984,239296596.8,10926.238098,96015614.482,27476.916083,638158542.39,4702.7318831,20030984.518,2133.1451887,4121380.2835,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,4,2,18.229080761,3.2399315848,0,0,18.229080761,3.2399315848,0,0,18.229080761,3.2399315848,8.0375662892,0.6298765457,3.6458161522,0.1295972634,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,5,1,0,0,5213.2437563,22414092.513,5213.2437563,22414092.513,0,0,5213.2437563,22414092.513,2388.7046258,4705762.4265,1083.5093104,968211.84533,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,5,2,371.65333117,95350.015457,650.08637746,337817.19494,1021.7397086,350536.99896,0,0,1021.7397086,350536.99896,441.94885715,84289.476018,200.46668654,17342.581652,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,7,1,159610.0143,6433263373.5,612924.6726,132982314664,772534.6869,150317981580,95654.642282,5726332555.1,868189.32918,172144052554,269594.82102,13193347093,122287.40861,2714534601.9,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,7,2,18756.854141,269275524.56,45097.727889,1181397635.2,63854.58203,1112158305.6,0,0,63854.58203,1112158305.6,23812.605351,172590809,10801.32693,35510603.92,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,23,8850030302,7,5,0,0,25228.407497,234619410.28,25228.407497,234619410.28,2509.9324266,4894876.3097,27738.339924,254993363.33,10523.568441,49946587.481,4773.4593311,10276523.388,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,3,5,0,0,63846.910649,3805125957.4,63846.910649,3805125957.4,0,0,63846.910649,3805125957.4,17594.612402,288967279.68,7980.8638311,59455093.085,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,4,2,666.83755941,394481.92057,0,0,666.83755941,394481.92057,67.009875357,3983.4981287,733.84743476,477747.64855,365.30892003,118387.96378,165.70303911,24358.354393,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,5,2,0,0,0,0,0,0,3197.4352023,109079.40492,3197.4352023,109079.40492,0,0,0,0,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,5,5,0,0,1588.3922945,2495441.3658,1588.3922945,2495441.3658,0,0,1588.3922945,2495441.3658,773.07141721,591113.74707,350.6628945,121621.80747,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,7,1,0,0,1098223.2787,500635356298,1098223.2787,500635356298,47561.339751,1665191657.9,1145784.6184,511627653890,634280.23918,161502011165,287707.62913,33229080876,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,7,2,0,0,8281.7932518,56848000.305,8281.7932518,56848000.305,6813.4583598,38477038.304,15095.251612,188863109.69,4108.0593156,13987491.475,1863.4034816,2877930.0155,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,25,8850030302,7,5,0,0,858288.32403,137117922375,858288.32403,137117922375,5256.1227967,28177873.679,863544.44682,137374268274,511403.48981,43865638412,231971.10125,9025366532.5,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,3,1,0,0,9203.7247799,54882207.674,9203.7247799,54882207.674,109.56166876,12452.290107,9313.2864487,54664824.3,4730.1114285,14495962.915,2145.564469,2982548.1466,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,3,5,7375.3095836,64922924.405,0,0,7375.3095836,64922924.405,0,0,7375.3095836,64922924.405,3455.1665955,14248710.05,1567.2532865,2931675.8052,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,4,1,16939.362231,3900229.1698,263.21946814,5950.9590242,17202.5817,4165587.9219,3856.1906323,1277226.5447,21058.772332,9417527.9405,4985.448144,368582.9433,2261.3844434,75836.036617,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,4,2,101.66069986,10245.181728,0,0,101.66069986,10245.181728,23.916251173,630.68565713,125.57695104,6317.2289562,33.618176837,1120.3708237,15.249104979,230.51658888,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,5,1,0,0,749.7610966,421562.58349,749.7610966,421562.58349,0,0,749.7610966,421562.58349,316.81030177,75268.774222,143.70421018,15486.569907,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,5,2,0,0,0,0,0,0,11.011936022,123.91987556,11.011936022,123.91987556,0,0,0,0,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,7,1,44548.086981,391947104.57,105707.17325,2826238533.5,150255.26023,3429146800,17347.466681,117706269.46,167602.72691,3752868085.6,55398.444735,486409407.08,25128.569689,100078862.24,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,7,2,5201.8407272,10734067.304,36549.094365,572522870.34,41750.935092,693899175,26220.782298,695909818.26,67971.717391,1794877442,13185.451547,63715964.219,5980.8815872,13109576.239,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,3,4,33,8850030302,7,5,56033.324021,946021270.44,249656.87819,15111286325,305690.20222,20751422928,4869.0560688,15763463.141,310559.25828,20741834315,107623.74617,3051437723,48817.811016,627834106.56,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,3,1,243047.55435,17805419651,110873.14663,4652721328.1,353920.70098,32423374011,10826.713576,62486438.718,364747.41456,32562803529,157231.75259,8021309734.2,71319.855118,1650386567.7,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,4,1,2186.043022,7114.3537687,0,0,2186.043022,7114.3537687,809.11981982,974.63886804,2995.1628418,13355.46231,697.41780035,724.10926313,316.346639,148.98566955,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,4,2,3619.7265869,377782.34417,57.003568297,106.59631998,3676.7301552,375840.51265,2365.601167,111101.79408,6042.3313222,888454.58489,1307.2294369,29295.73537,592.95538281,6027.6051853,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,5,1,0,0,5346.5980003,4314046.3166,5346.5980003,4314046.3166,1408.8389353,572203.73439,6755.4369356,5516239.1126,1967.0389974,540070.7253,892.2430361,111119.69244,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,5,2,0,0,401.64824846,151672.8484,401.64824846,151672.8484,2007.283228,3216415.609,2408.9314765,3255544.3201,81.176525283,6195.5091587,36.82143032,1274.7276236,0,0,CHARTER BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,5,5,0,0,8859.3499955,39248427.737,8859.3499955,39248427.737,0,0,8859.3499955,39248427.737,2601.8398633,3441991.7069,1180.18682,708190.69049,0,0,CHARTER BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,7,1,244394.38649,9173163820.3,1211978.1258,112955184896,1456372.5123,131009360297,380295.10027,26555384443,1836667.6126,196294334178,770858.85044,36124520297,349659.28079,7432629463.2,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,7,2,3007.5867226,8430336.7719,56051.522302,1257099629.2,59059.109025,1441139225.6,0,0,59059.109025,1441139225.6,30969.728886,342040755.12,14047.776869,70374974.483,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,23,8850030302,7,5,11889.072524,139483606.78,63909.924765,1845830461.3,75798.997289,2943350991.9,15071.448853,128811592.73,90870.446142,3939606066.7,41006.08285,743759835.28,18600.237163,153028779.89,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,25,8850030302,4,1,22.230129929,385.94279248,0,0,22.230129929,385.94279248,0,0,22.230129929,385.94279248,19.603417777,300.12524228,8.8920519718,61.750846797,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,25,8850030302,7,1,0,0,375192.58236,52738150944,375192.58236,52738150944,9576.6173706,45726032.749,384769.19973,53135504355,363746.86069,49734651172,164994.49364,10232917437,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,25,8850030302,7,2,0,0,254260.31056,11615123936,254260.31056,11615123936,114471.1499,6302152888.9,368731.46046,24881696131,178842.65094,6054186923.3,81122.494305,1245650536.9,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,25,8850030302,7,5,0,0,628033.57592,62858350569,628033.57592,62858350569,185043.42976,17597821906,813077.00569,131446414152,323878.17269,18566398120,146910.1754,3820041250.6,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,3,5,43330.743205,1656520308.3,34664.594564,1060172997.3,77995.337768,5367125798.9,0,0,77995.337768,5367125798.9,60564.090401,3236196519.4,27471.691192,665848277.05,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,4,1,36068.312032,210459132.83,1754.0544503,1339826.3715,37822.366482,220388885.7,11368.203123,29544742.078,49190.569605,394389635.63,10511.621053,16526521.625,4768.0400314,3400336.1303,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,5,1,0,0,353.43038486,96968.183165,353.43038486,96968.183165,51.304756988,2687.8912881,404.73514185,118246.00862,108.42453775,8225.5600684,49.181047697,1692.4111272,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,7,1,71726.369485,2094150026.3,855825.9672,163967150641,927552.33669,197113978356,44326.758058,867587892.15,971879.09474,194210834986,376463.10982,21667814092,170762.54641,4458158394.8,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,7,2,27837.928843,215695167.64,191635.13461,18739091375,219473.06346,19094959345,13653.698603,136065465.97,233126.76206,19832430397,60140.44561,1428371831.5,27279.527175,293887876.49,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,4,33,8850030302,7,5,28763.221444,442081658.48,26013.942824,149131289.89,54777.164267,574925469.93,51306.096664,1533077622.3,106083.26093,3693259456.9,19476.169811,65398764.387,8834.332673,13455812.812,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,4,4,44,8850030302,7,1,0,0,0,0,0,0,2048.4660701,4269470.8101,2048.4660701,4269470.8101,0,0,0,0,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,4,5,10,8850030302,4,2,0,0,0,0,0,0,68.373066094,5113.6348394,68.373066094,5113.6348394,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,4,5,24,8850030302,4,2,0,0,0,0,0,0,100.32354089,4850.2967445,100.32354089,4850.2967445,0,0,0,0,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,3,1,30193.999644,1150042011.8,16469.454351,342161259.72,46663.453995,2746794557.2,0,0,46663.453995,2746794557.2,13797.252444,240136200.91,6258.3926534,49408085.904,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,4,2,36.883994368,1018.6478777,0,0,36.883994368,1018.6478777,44.264436468,38.520872545,81.148430836,681.52626602,32.525781594,792.14315451,14.753597747,162.98366043,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,5,1,0,0,1724.178357,940000.07072,1724.178357,940000.07072,0,0,1724.178357,940000.07072,782.46633584,187124.30355,354.92440163,38500.87421,0,0,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,7,1,86862.073077,6055148855.8,476375.00993,68664754925,563237.08301,83191283726,196543.89433,7614614227.8,759780.97734,90937650378,249193.41563,16602300839,113033.39183,3415927723.3,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,7,2,240977.11424,27619566458,120965.66621,8546104417.9,361942.78045,33949887786,0,0,361942.78045,33949887786,167660.70461,7820807663.1,76050.39672,1609133214.4,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,23,8850030302,7,5,0,0,38573.138397,949989357.62,38573.138397,949989357.62,0,0,38573.138397,949989357.62,12703.885338,103043812.73,5762.4445877,21201291.317,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,5,4,25,8850030302,7,1,0,0,363507.02412,78555694434,363507.02412,78555694434,0,0,363507.02412,78555694434,200511.40497,23455404255,90951.376652,4825955536.7,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,25,8850030302,7,2,0,0,17299.442221,322664677.69,17299.442221,322664677.69,0,0,17299.442221,322664677.69,10475.333554,118310406.25,4751.5801299,24342396.911,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,3,1,1952.7708601,2185145.9534,1347.5141324,815227.8498,3300.2849925,5438464.9707,0,0,3300.2849925,5438464.9707,3024.1505637,4422264.4392,1371.7456971,909882.06058,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,3,5,9504.9827819,77496483.798,40735.640494,1423404804.4,50240.623276,2165156863.6,0,0,50240.623276,2165156863.6,25172.835926,543555155.46,11418.323472,111836614.86,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,4,1,45639.253688,16201057.707,0,0,45639.253688,16201057.707,7450.369412,431739.62973,53089.6231,21922273.174,14042.960421,1533852.6624,6369.8450606,315590.58493,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,4,2,210.00837806,7194.1344661,0,0,210.00837806,7194.1344661,507.83279795,155252.17294,717.84117601,187207.23871,114.90127371,2314.3896816,52.118875854,476.18628001,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,7,1,46799.408451,778441636.61,260468.23285,29268297324,307267.6413,36626657395,2084.7465392,2016675.9042,309352.38784,36764670675,134874.70724,7318524204.4,61178.765872,1505788261.9,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,7,2,1970.2215969,2263143.5632,99971.76451,3582760547.3,101941.98611,3697130677.9,127732.52124,9824555816.2,229674.50735,11839138726,40321.607785,592102722.44,18289.76131,121825289.41,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,5,4,33,8850030302,7,5,1239.4625234,1669548.1342,0,0,1239.4625234,1669548.1342,1343.7822198,1491954.7421,2583.2447432,3477731.386,759.03307751,626114.19378,344.29514538,128823.1585,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,5,5,36,8850030302,7,5,0,0,10654.491524,115586086.46,10654.491524,115586086.46,0,0,10654.491524,115586086.46,7751.3343642,61177685.906,3515.9822028,12587324.815,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2012,5,6,37,8850030302,7,1,0,0,299.61561802,84909.306006,299.61561802,84909.306006,0,0,299.61561802,84909.306006,1717.3847379,2789726.2782,779.00060686,573986.9086,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,5,6,37,8850030302,7,2,0,0,7094.3696907,51555118.782,7094.3696907,51555118.782,0,0,7094.3696907,51555118.782,40664.643292,1693862268,18445.361196,348512602.97,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,6,4,25,8850030302,7,1,19575.128226,114368413.97,321637.28714,25595997707,341212.41536,28727763285,0,0,341212.41536,28727763285,199145.37818,9938712377.3,90331.750968,2044892661.1,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2012,6,4,25,8850030302,7,2,0,0,12326.688741,87478253.176,12326.688741,87478253.176,18490.033112,196826069.65,30816.721853,546739082.35,7880.8712197,35756557.841,3574.739735,7356921.0921,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2012,6,4,25,8850030302,7,5,0,0,135154.50467,15315145656,135154.50467,15315145656,0,0,135154.50467,15315145656,77946.703694,5179308969.6,35356.392858,1065644169.9,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,3,4,23,8850030302,3,1,256153.24271,8067848466,228122.38802,8639662535.7,484275.63073,10753036144,18388.532054,75903695.63,502664.16278,11526947654,135625.42799,1021006778.2,61519.29057,210072410.63,0,0,SHORE,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,23,8850030302,3,5,3111.9704315,9907829.0116,7767.8738143,58194302.717,10879.844246,72727851.265,317.59214995,103874.81673,11197.436396,72097207.231,2398.5704624,3534763.5075,1087.9844246,727278.51265,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,3,4,23,8850030302,7,1,100377.87821,1000475722.2,351204.88297,27934500022,451582.76119,34934448773,14200.7394,142312948.07,465783.50059,36840680808,149977.34196,4853471479.8,68029.276039,998603021.52,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,23,8850030302,7,2,24885.193915,461380498.6,22970.948229,393128945.55,47856.142144,1706288826.2,0,0,47856.142144,1706288826.2,12454.395692,115563981.18,5649.2768268,23777319.237,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,23,8850030302,7,5,313.13763146,169382.7458,44142.740325,215536230.69,44455.877957,212248297.78,469.70644719,381111.17806,44925.584404,207951583.71,12671.227278,15728892.54,5747.6309889,3236223.7382,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,3,4,25,8850030302,3,5,6328.0137924,38911483.672,329274.05067,101164905985,335602.06446,101079050682,3164.0068962,9727870.9179,338766.07136,101065306643,146644.29271,19387445580,66517.414817,3988971979.4,0,0,SHORE,INLAND,FINAL,24MAR2021:12:06:10
2013,3,4,25,8850030302,4,2,37.173459309,1283.0946055,0,0,37.173459309,1283.0946055,99.843917301,9033.4474066,137.01737661,10316.542012,29.602283175,813.6603272,13.427507564,167.41082432,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,25,8850030302,7,1,672727.56144,358409154902,548378.84122,42499305987,1221106.4027,395998183695,41281.457571,543498020.4,1262387.8602,397349619866,508131.96926,42935432354,230487.14926,8833976393.6,0,0,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,25,8850030302,7,2,16171.078027,263487557.41,169823.44608,22252042661,185994.5241,22559533981,13006.879463,102778998.49,199001.40356,22894701143,105646.82779,7424999647.4,47921.086722,1527695612,0,0,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,25,8850030302,7,5,16317.207405,154106467.01,166208.87913,5655468437.8,182526.08653,5895984776.7,26216.015731,274488269.59,208742.10226,6582222956.6,69205.396218,675751449.33,31391.361797,139036036.77,0,0,PRIVATE/RENTAL BOAT,INLAND,FINAL,24MAR2021:12:06:10
2013,3,4,33,8850030302,4,1,19635.041103,109535300.73,0,0,19635.041103,109535300.73,0,0,19635.041103,109535300.73,8075.754691,13684002.406,3663.1382977,2815487.0604,0,0,PARTY BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,33,8850030302,4,2,93.598698459,9178.0850904,0,0,93.598698459,9178.0850904,0,0,93.598698459,9178.0850904,55.067492484,3176.8964749,24.978450732,653.64727745,0,0,PARTY BOAT,OCEAN (> 3 MI),FINAL,24MAR2021:12:06:10
2013,3,4,33,8850030302,5,1,,,,,,,,,,,,,,,,1,CHARTER BOAT,OCEAN (<= 3 MI),FINAL,24MAR2021:12:06:10
